image_id,polyp_index,bbox_area,bbox_height,bbox_width,bbox_xmax,bbox_xmin,bbox_ymax,bbox_ymin,image_blur_score,image_brightness_mean,image_contrast_std,image_entropy,image_height,image_kurtosis,image_path,image_skewness,image_width,label,mean_b,mean_g,mean_r,specular_ratio,std_b,std_g,std_r,relative_bbox_area,mask_area,mask_circularity,mask_eccentricity,mask_eq_diameter,mask_extent,mask_major_axis,mask_minor_axis,mask_path,mask_perimeter,mask_solidity,relative_mask_area,bbox_vs_mask_area_diff,mask_vs_bbox_area_ratio,bbox_aspect_ratio,unique_polyp_id
cju0qkwl35piu0993l0dewei2,0,130536,333,392,430,38,338,5,329.3412526004029,114.28808627980152,71.68245938717108,7.564395893359724,529,-0.8137262385265585,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/images/cju0qkwl35piu0993l0dewei2.jpg,0.3094997553513248,622,polyp,72.163020684541,98.29971310304585,172.4015250518177,0.003315726451048207,46.825143954568645,51.35855559361891,71.9549068389244,0.3967201356682207,94684,0.2786640165243583,0.5711468498350534,346.62368124435596,0.6909671372503076,385.6997116124949,316.60079854009757,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/masks/cju0qkwl35piu0993l0dewei2.jpg,2062.8500346183046,0.9256726930283203,0.28776007634376577,35852,0.7253477967763682,1.177177177177177,cju0qkwl35piu0993l0dewei2_polyp_0
cju0qoxqj9q6s0835b43399p4,0,550035,765,719,913,194,1049,284,83.09457872000638,108.4201080174159,62.64009276320477,7.425625667095655,1070,-0.5154195182718411,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/images/cju0qoxqj9q6s0835b43399p4.jpg,0.33426626022778205,1348,polyp,78.86909925400039,91.47484053911644,154.91638425913087,0.0033528384037272247,41.09103548835566,48.10723849650853,66.68025313157561,0.38134376993261043,393974,0.23985645690614188,0.44050945341562026,707.7321509310882,0.7008772679978905,751.1457781606787,674.3395991127165,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/masks/cju0qoxqj9q6s0835b43399p4.jpg,4539.8665914779795,0.9521244024928904,0.2731454005934718,156061,0.7162707827683693,0.9398692810457516,cju0qoxqj9q6s0835b43399p4_polyp_0
cju0qx73cjw570799j4n5cjze,0,182272,512,356,543,187,526,14,292.7572346124423,110.31998273533037,73.91189640232055,7.373249482885562,529,-0.84465570181445,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/images/cju0qx73cjw570799j4n5cjze.jpg,0.20202721306867522,619,polyp,76.71903582520744,93.1571349606506,161.0837774201331,0.0004305987766108517,47.63999300131712,55.80952648540054,83.69040137242378,0.5566390085844906,106837,0.14666909709597678,0.8463490663464229,368.08517111507416,0.5739536138079827,536.2132921113854,285.6025513658498,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/masks/cju0qx73cjw570799j4n5cjze.jpg,3019.457249080741,0.8095107682710668,0.3262686630976848,75435,0.5861404933286517,0.6953125,cju0qx73cjw570799j4n5cjze_polyp_0
cju0roawvklrq0799vmjorwfv,0,40392,297,136,622,486,339,42,195.2448832687757,93.19035308876546,57.703780969453476,7.25757556427728,528,0.1699657735000928,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/images/cju0roawvklrq0799vmjorwfv.jpg,0.5935745044740934,622,polyp,64.80014980999708,77.67805466237942,137.0928547939199,0.013324563967650785,41.96419625288798,44.08125882838304,57.54096946364432,0.1229903536977492,37016,0.22787976691276668,0.9000429199008207,195.2585079517656,0.6936619718309859,301.7537271020763,131.50465590673878,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/masks/cju0roawvklrq0799vmjorwfv.jpg,1285.0113267570425,0.8955348865029757,0.11271070836987236,3376,0.9164190928896812,0.45791245791245794,cju0roawvklrq0799vmjorwfv_polyp_0
cju0roawvklrq0799vmjorwfv,1,8532,79,108,437,329,150,71,195.2448832687757,93.19035308876546,57.703780969453476,7.25757556427728,528,0.1699657735000928,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/images/cju0roawvklrq0799vmjorwfv.jpg,0.5935745044740934,622,polyp,64.80014980999708,77.67805466237942,137.0928547939199,0.013324563967650785,41.96419625288798,44.08125882838304,57.54096946364432,0.0259792458345513,37016,0.22787976691276668,0.9000429199008207,195.2585079517656,0.6936619718309859,301.7537271020763,131.50465590673878,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/masks/cju0roawvklrq0799vmjorwfv.jpg,1285.0113267570425,0.8955348865029757,0.11271070836987236,-28484,4.338490389123301,1.3670886075949367,cju0roawvklrq0799vmjorwfv_polyp_1
cju0roawvklrq0799vmjorwfv,2,402,134,3,622,619,285,151,195.2448832687757,93.19035308876546,57.703780969453476,7.25757556427728,528,0.1699657735000928,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/images/cju0roawvklrq0799vmjorwfv.jpg,0.5935745044740934,622,polyp,64.80014980999708,77.67805466237942,137.0928547939199,0.013324563967650785,41.96419625288798,44.08125882838304,57.54096946364432,0.001224057293189126,37016,0.22787976691276668,0.9000429199008207,195.2585079517656,0.6936619718309859,301.7537271020763,131.50465590673878,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/masks/cju0roawvklrq0799vmjorwfv.jpg,1285.0113267570425,0.8955348865029757,0.11271070836987236,-36614,92.07960199004975,0.022388059701492536,cju0roawvklrq0799vmjorwfv_polyp_2
cju0rx1idathl0835detmsp84,0,41769,221,189,481,292,375,154,144.45317122085083,68.96616079760327,56.99780220805686,6.759100455538346,528,-0.12583626761129674,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/images/cju0rx1idathl0835detmsp84.jpg,0.6438058447698946,617,polyp,45.6813700211188,61.06331651195914,100.15379585973184,0.002532414910858995,38.39883717432368,45.846957546960155,67.76820159128485,0.1282138647414174,24790,0.17818324731495602,0.37600432524724015,177.01892112279154,0.5493526785714286,193.95623612612025,179.7233217595026,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/masks/cju0rx1idathl0835detmsp84.jpg,1317.456023591465,0.7926758567379542,0.07609523107902362,16979,0.5935023582082406,0.8552036199095022,cju0rx1idathl0835detmsp84_polyp_0
cju0s2a9ekvms080138tjjpxr,0,92378,374,247,626,379,431,57,307.4555064607376,103.41097145237943,65.22163456627722,7.48608390838144,547,-0.6790487620141072,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/images/cju0s2a9ekvms080138tjjpxr.jpg,0.5032162365292965,626,polyp,57.64629025004235,83.80472633183615,168.78189777525978,1.1681492427472534e-05,31.506742090051056,39.292996575814506,58.93048080463315,0.26977822686626446,72313,0.27436300790618695,0.7574558848222916,302.9461662144865,0.7668191489361702,376.6498889584317,245.90957022956167,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/masks/cju0s2a9ekvms080138tjjpxr.jpg,1816.9900782009827,0.9426419239672016,0.21118094047695535,20065,0.7827946047760289,0.660427807486631,cju0s2a9ekvms080138tjjpxr_polyp_0
cju0s690hkp960855tjuaqvv0,0,16837,149,113,336,223,434,285,238.4782523395147,81.91075967955925,71.72697664640735,6.629809037087817,530,-0.6970814959845146,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/images/cju0s690hkp960855tjuaqvv0.jpg,0.5984333868235532,621,polyp,45.033606781514905,71.15401209248625,129.54466016467657,0.0002704098684410415,37.72551390508334,52.97127330891957,86.37410978521342,0.05115607814541367,12684,0.2476815358117483,0.6712189577541583,126.60997538983925,0.7025669642857143,149.4404086675923,110.77406862046723,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/masks/cju0s690hkp960855tjuaqvv0.jpg,799.2285348059959,0.8666620775108419,0.038537963722541244,4153,0.7533408564471106,0.7583892617449665,cju0s690hkp960855tjuaqvv0_polyp_0
cju0sr5ghl0nd08789uzf1raf,0,104470,310,337,730,393,488,178,385.06352782096855,117.26018525554282,69.03311121824322,7.283613197026687,1019,-0.8375991515856422,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/images/cju0sr5ghl0nd08789uzf1raf.jpg,-0.2982418467516257,1214,polyp,98.36300650086577,105.0752465915319,148.3423026742308,0.0005698968365471204,57.24648224759989,59.23855467331024,77.70888704351934,0.08444981916890448,168973,0.1893046571854373,0.4489322888352846,352.68844228710094,0.5897747029846422,383.74500344246525,342.9014026466611,/home/srirama/Documents/sr_proj/PolypDetection/data/raw/Kvasir-SEG/masks/cju0sr5ghl0nd08789uzf1raf.jpg,2546.5983386839453,0.9134642356241234,0.1365917420735838,-64503,1.6174308413898726,1.0870967741935484,cju0sr5ghl0nd08789uzf1raf_polyp_0
